0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
0.00,0.00,110.149994,0.00,0.00,0.00,0.00
